Key,ChineseContent,Category
UI_MapSelection,选择目的地,UIText
UI_MapSelection_SettingOffTo,即将前往,UIText
UI_ItemUnlockNotification,{itemDisplayName} 已解锁,UIText
UI_ItemUnlockNotification_Sub,可在对应商店中查看,UIText
UI_Item_NotUsable,当前物品不可用,UIText
UI_Quest_TaskFinishedNotification,任务 {questDisplayName} 目标完成 ({finishedTasks}/{totalTasks}),UIText
UI_StockShop_PurchasedNotification,已购买 {itemDisplayName},UIText
UI_LevelChangeNotification,升级了！当前等级: {level},UIText
UI_Evacuating,正在撤离,UIText
UI_Bullet_NotAssigned,未指定弹药,UIText
UI_Inventory_TargetOccupiedCannotSplit,目标位置已被占用,UIText
UI_InventoryDefault,物品,UIText
UI_Inventory_Backpack,背包,UIText
UI_LootBox_Bullet,弹药箱,UIText
UI_LootBox_Daily,杂物箱,UIText
UI_LootBox_Food,食物箱,UIText
UI_LootBox_Locker,柜子,UIText
UI_LootBox_Lux,保险箱,UIText
UI_LootBox_Medic,药品箱,UIText
UI_LootBox_Normal,箱子,UIText
UI_LootBox_Starter,爱心箱,UIText
UI_LootBox_Starter_Notification,初始物资已领取,UIText
UI_LootBox_Tools,工具箱,UIText
UI_LootBox_WeaponEquip,战术箱,UIText
UI_LootBox_WeaponEquip_2,武器箱,UIText
UI_LootBox_Loot,战利品,UIText
UI_LootBox_Console,机箱,UIText
UI_LootBox_TrashBin,垃圾箱,UIText
UI_LootBox_TrashCan,垃圾桶,UIText
UI_LootBox_Hidden,藏匿点,UIText
UI_Item_Unload,卸载子弹,UIText
UI_Build,建造,UIText
UI_Inventory_Storage,仓库,UIText
UI_LootBox_Safe,宠物背包,UIText
UI_Confirm,确认,UIText
UI_InventoryWeight,负重,UIText
UI_ItemRepair_Broken,完全损坏,UIText
UI_ItemRepair_CannotRepair,无法修复,UIText
UI_Menu_Resume,回到游戏,UIText
UI_Menu_Options,设置,UIText
UI_Menu_Quit,退出,UIText
UI_Drink,喝水,UIText
UI_Eat,吃,UIText
UI_Cancel,取消,UIText
UI_Quit,退出,UIText
Fishing_Succeed,钓上来了！,UIText
Fishing_Failed,啥也没钓上来...,UIText
Fishing_PleaseSelectBait,请选择鱼饵,UIText
UI_Recycle,回收,UIText
UI_Navigate,移动,UIText
UI_RotateBuilding,旋转建筑,UIText
UI_Enter,进入,UIText
UI_Leave,离开,UIText
UI_Crafting,制作,UIText
UI_Operate,操作,UIText
ReachedLimit,数量已达上限,UIText
ItemCraftedNotification,制造了{itemDisplayName},UIText
UI_LootBox_Cash,收银机,UIText
UI_Salemachine,售货机,UIText
UI_Volume_Master,总音量,UIText
UI_Volume_SFX,音效音量,UIText
UI_Volume_Music,音乐音量,UIText
UI_SelectDestination,传送目的地,UIText
UI_Formula_Register,录入配方,UIText
UI_Formulas,配方,UIText
Free,免费,UIText
DeathLottery,死亡抽奖,UIText
DeathLottery_Remaining,剩余 {amount} 次,UIText
DeathLottery_NoRemainingChances,抽奖机会已用尽,UIText
DeathLottery_SelectNotification,恭喜你抽到了 {itemName},UIText
UI_Formulas_Index,配方图鉴,UIText
UI_Formulas_RegisterSucceedFormat,配方 {itemDisplayName} 已解锁,UIText
UI_Menu_QuitGame,退出游戏,UIText
UI_QuitGame_ProgressNote,未保存的进度将会丢失,UIText
UI_Menu_LoadMainMenu,回到主菜单,UIText
UI_Quest_Tasks,目标,UIText
UI_Quest_Rewards,奖励,UIText
Loading,载入中...,UIText
UI_Item_Move,拾取 / 放置,UIText
UI_Item_Menu,菜单,UIText
UI_DurabilityToolTips,损耗: {lossPercentage},UIText
Loading_Dead,噶了,UIText
Loading_Dead_SmallText,小问题,UIText
Loading_GoOut,出发！,UIText
Loading_Go_SmallText,嘎嘎搜刮,UIText
UI_DemoInfo,本游戏为DEMO版本，包含一些未完善功能、各种BUG，如果给您带来的不好的体验，敬请谅解。,UIText
UI_Saves_FileComment,复制存档路径,UIText
UI_BitcoinMiner_TimeEachCoin,预计单位用时,UIText
UI_BitcoinMiner_Performance,算力,UIText
UI_BitcoinMiner_Active,挖掘中,UIText
UI_BitcoinMiner_Stopped,已停止,UIText
UI_CustomFace_YellowDuck,我是小黄鸭,UIText
UI_CustomFace_Abandon,放弃,UIText
UI_CustomFace_Copy,复制捏脸数据到剪贴板,UIText
UI_CustomFace_PasteTo,应用剪贴板中的数据,UIText
UI_CustomFace_OnCopy,数据已复制到剪贴板。,UIText
UI_CustomFace_OnPasteSuccess,成功应用剪贴板数据。,UIText
UI_CustomFace_OnPasteFailed,剪贴板中的捏脸数据格式错误。,UIText
UI_DeathReason,我被这玩意整死了→,UIText
DeathReason_Self,我自己,UIText
DeathReason_Explosion,爆炸,UIText
DeathReason_Critical,头部、眼部,UIText
UI_Menu_Controls,操作说明,UIText
Notification_ItemDropped,将 {itemName} 扔到了地上,UIText
UI_StorageDock_SendToInventory,发送至仓库,UIText
UI_StorageDock_InventoryFull,仓库已满,UIText
StorageDock_Title,马蜂自提点,UIText
BuilderView_TokenAmountFormat,待放置: {tokenAmount},UIText
StorageDock_PlaceHolder,没有您的货物,UIText
UsageUtilities_Title,效果,UIText
UI_TakeAll,全部领取,UIText
UI_MapSelection_Confirm,出发！,UIText
UI_MapSelection_Cancel,取消,UIText
Notification_StockShoopItemUnlockFormat,解锁了商品: {displayName},UIText
Indicator_Map,地图,UIText
Indicator_Inventory,背包,UIText
Indicator_Aim,瞄准,UIText
Indicator_Dodge,翻滚,UIText
Indicator_Attack,射击/攻击,UIText
Indicator_Reload,换弹,UIText
Indicator_ToggleIndicatorHUD,操作说明,UIText
Indicator_Run,奔跑,UIText
UI_Input_CancleAction,取消动作,UIText
AddToWishList,加入愿望单,UIText
PlayerStorage_Notification_ItemAddedToBuffer,{displayName} 已存入自提柜,UIText
Map_Marker,地图标记,UIText
Difficulty_Selection,选择难度,UIText
Recommended,推荐,UIText
Rule_Standard,均衡,UIText
Rule_Standard_Desc,适合有一定射击游戏和生存游戏经验的玩家。\n敌人对你造成80%伤害。\n敌人血量为80%。\n虽然不是100%，但已非常有挑战性。,UIText
Rule_Hard,勇敢,UIText
Rule_Hard_Desc,不留后路，装备丢失后将无法找回。,UIText
Rule_Easy,低压,UIText
Rule_Easy_Desc,适合想要一些挑战，但又不想压力太大的玩家。\n敌人对你造成60%伤害。\n敌人血量为60%。\n较低的后坐力。\n敌人反应较慢。\n,UIText
Rule_Custom,自定义,UIText
Rule_Custom_Desc,自己设计难度。（选择自定义难度将无法切换至其他难度）,UIText
Loading_Evacuate,撤离,UIText
Loading_Evacuate_SmallText,回来了,UIText
BlackMarket_Remaining,剩余,UIText
BlackMarket_Demand_Title_Normal,求购 {itemName},UIText
BlackMarket_Demand_Title_High,高价收购 {itemName},UIText
BlackMarket_Supply_Title_Normal,出售 {itemName},UIText
BlackMarket_DemandBlackMarket_Supply_Title_High,低价出售 {itemName},UIText
BlackMarket_Supply_Title_Low,低价出售 {itemName},UIText
BlackMarkest_Demand,需求,UIText
BlackMarkest_Supply,供给,UIText
BlackMarket,黑市,UIText
BlackMarket_RefreshETA,下次补充,UIText
Rule_Current,当前难度,UIText
StorageDockCount,待取件,UIText
Endowment_Selection,选择天赋,UIText
SleepView,睡觉,UIText
SleepView_WillWakeUpAt,睡到,UIText
SleepView_Sleep,睡觉,UIText
DEMO,试玩版,UIText
UI_Menu_Options_Common,常规设置,UIText
UI_Menu_Options_Audio,音频设置,UIText
UI_Menu_Options_graphics,图像设置,UIText
DEMO_Endowment_Locked,完成任务以解锁：,UIText
Indicator_CameraMode,拍照模式,UIText
Indicator_ToggleIndicatorHUD_CameraMode,拍照说明,UIText
Indicator_CameraMode_Up,上升,UIText
Indicator_CameraMode_Down,下降,UIText
Indicator_CameraMode_FOV,缩放,UIText
Indicator_CameraMode_Focus,聚焦,UIText
Indicator_CameraMode_Faster,加速移动,UIText
Indicator_CameraMode_Move,移动,UIText
Indicator_CameraMode_Capture,拍照,UIText
Indicator_CameraMode_OpenFolder,复制截图路径,UIText
Pause,暂停,UIText
UI_Building_Recycle,长按以收起,UIText
UI_Quest_NotifyClaimAtNPC,请在任务发布处领取,UIText
LevelInitializing,工作人员正在布置场景...,UIText
UI_ItemRepair_RepairAll,维修所有,UIText
UI_RepairAll_PlaceHolder,当前装备中没有需要维修的物品,UIText
Item_Cash,现金,Items
Item_Cash_Desc,纸质现金。,Items
UI_Refresh,刷新,UIText
UI_ATM_Title,自动提款机,UIText
UI_ATM_Balance,余额,UIText
UI_ATM_Cash,持有现金,UIText
UI_ATM_Draw,提现,UIText
UI_ATM_Save,存入,UIText
UI_DigitInput_Max,最大,UIText
UI_ATM_InsufficientCash,现金不足,UIText
UI_GoBack,后退,UIText
UI_ATM_InsufficientBalance,超过限额,UIText
UI_Drag,拖拽,UIText
UI_Menu_Options_KeyBinding,键位设置,UIText
Input_Interact,交互,UIText
UI_Rebind_PressToRebind,请按下想要绑定的按键,UIText
UI_Rebind_PressEscToCancel,按 esc 取消,UIText
UI_Menu_Options_KeyBinding_Move,移动,UIText
Input_Up,上,UIText
Input_Down,下,UIText
Input_Left,左,UIText
Input_Right,右,UIText
Input_Run,跑,UIText
Input_Dash,闪避,UIText
Input_CancelSkill,取消动作,UIText
Input_PutAway,收起,UIText
Input_Reload,换弹,UIText
Input_StopAction,停止动作,UIText
Input_SwitchBulletType,切换弹种,UIText
Input_UI_Item_Drop,丢弃,UIText
Input_UI_Inventory,物品栏,UIText
Input_UI_Map,地图,UIText
Input_UI_Quest,任务,UIText
Input_UI_ToggleCameraMode,拍照模式,UIText
Input_UI_ToggleIndicatorHUD,切换输入提示,UIText
UI_Revert,恢复默认,UIText
UI_ItemDecompose,分解,UIText
UI_ItemDecompose_PleaseSelect,选择要分解的物品,UIText
UI_ItemDecompose_Invalid,无法分解,UIText
Tag_Element,元素,Tags
Quest_9999,终结混乱,Quests
Quest_9999_Desc,终结这场混乱的根源。就在农场镇。,Quests
UI_Sleep,睡觉(度过时间),Interact
Buff_NightVision,明视,Buffs
Buff_NightVision_Desc,略微增加夜间可见度,Buffs
Tag_FaceMask,面部,Tags
TOD_Day,白天,Default
TOD_Dawn,黄昏,Default
TOD_Night,夜晚,Default
Weather_Sunny,晴,Default
Weather_Cloudy,阴,Default
Weather_Rainy,雨,Default
UI_Item_Wishlist,标记,UIText
Item_Bullet_ARR_Normal,木矢,Items
Item_Bullet_ARR_Explosion,爆炸矢,Items
Item_Bullet_PWS_S,小能量弹,Items
Item_Grip_ALL_ADS_1,快速握把A,Items
Item_Grip_ALL_ADS_2,快速握把B,Items
Item_Grip_ALL_REC_1,垂直握把I,Items
Item_Grip_ALL_REC_2,水平握把I,Items
Item_Grip_ALL_REC_3,平衡握把,Items
Item_Grip_ALL_REC_4,垂直握把II,Items
Item_Grip_ALL_REC_5,水平握把II,Items
Item_Grip_ALL_SCA_1,腰射握把I,Items
Item_Grip_ALL_SCA_3,腰射握把II,Items
Item_Muzzle_PST_REC_1,手枪制退器-均衡A,Items
Item_Muzzle_PST_REC_2,手枪制退器-均衡B,Items
Item_Muzzle_PST_SIL_1,手枪消音器,Items
Item_Muzzle_PST_DIS_1,手枪延长枪口,Items
Item_Muzzle_PST_SCA_1,手枪制退器-散布,Items
Item_Muzzle_PST_DAM_1,手枪增伤枪口,Items
Item_Muzzle_SMG_REC_1,冲锋枪制退器-均衡A,Items
Item_Muzzle_SMG_REC_2,冲锋枪制退器-均衡B,Items
Item_Muzzle_SMG_REC_3,冲锋枪垂直制退器,Items
Item_Muzzle_SMG_REC_4,冲锋枪水平制退器,Items
Item_Muzzle_SMG_SCA_1,冲锋枪制退器-散布,Items
Item_Muzzle_SMG_SCA_2,冲锋枪螺旋制退器,Items
Item_Muzzle_SMG_SIL_1,冲锋枪消音器,Items
Item_Muzzle_SMG_DAM_1,冲锋枪增伤枪口,Items
Item_Muzzle_AR_DIS_1,步枪延长枪口,Items
Item_Muzzle_AR_REC_1,步枪制退器-均衡A,Items
Item_Muzzle_AR_REC_2,步枪制退器-均衡B,Items
Item_Muzzle_AR_REC_3,步枪垂直制退器,Items
Item_Muzzle_AR_REC_4,步枪水平制退器,Items
Item_Muzzle_AR_SCA_1,步枪制退器-散布,Items
Item_Muzzle_AR_SCA_2,步枪螺旋制退器,Items
Item_Muzzle_AR_SIL_1,步枪消音器,Items
Item_Muzzle_AR_DAM_1,步枪增伤枪口,Items
Item_Muzzle_SNP_DIS_1,狙击枪延长枪口,Items
Item_Muzzle_SNP_REC_1,狙击枪制退器-均衡A,Items
Item_Muzzle_SNP_REC_3,狙击枪水平制退器,Items
Item_Muzzle_SNP_SCA_1,狙击枪制退器-散布,Items
Item_Muzzle_SNP_SCA_2,狙击枪制退器-机动,Items
Item_Muzzle_SNP_SIL_1,狙击枪消音器,Items
Item_Muzzle_SNP_DAM_1,狙击枪增伤枪口,Items
Item_Muzzle_SHT_REC_1,霰弹枪制退器-均衡A,Items
Item_Muzzle_SHT_SCA_3,霰弹枪制退器-机动,Items
Item_Muzzle_SHT_DAM_1,霰弹枪增伤枪口,Items
Item_Muzzle_SHT_SIL_1,霰弹枪重型消音器,Items
Item_Stock_AR_MOV_1,快速枪托,Items
Item_Stock_AR_REC_1,平衡枪托I,Items
Item_Stock_AR_REC_2,平衡枪托II,Items
Item_Stock_AR_REL_1,轻型枪托,Items
Item_Stock_AR_SCA_3,腰射枪托I,Items
Item_Stock_AR_SCA_4,控制枪托,Items
Item_Stock_AR_SCA_5,腰射枪托II,Items
Item_Stock_SNP_REC_2,狙击枪平衡枪托II,Items
Item_Stock_SNP_SCA_2,狙击枪控制枪托I,Items
Item_Stock_SNP_SCA_4,狙击枪控制枪托II,Items
Item_Stock_SNP_MOV_1,狙击枪快速枪托,Items
Item_Magazine_PST_ADS_1,手枪快速弹匣I,Items
Item_Magazine_PST_ADS_2,手枪快速弹匣II,Items
Item_Magazine_PST_CAP_1,手枪扩容弹匣I,Items
Item_Magazine_PST_CAP_2,手枪扩容弹匣II,Items
Item_Magazine_SMG_ADS_1,冲锋枪快速弹匣,Items
Item_Magazine_SMG_CAP_1,冲锋枪扩容弹匣I,Items
Item_Magazine_SMG_CAP_2,冲锋枪扩容弹匣II,Items
Item_Magazine_SMG_CAP_3,冲锋枪扩容弹匣III,Items
Item_Magazine_AR_ADS_1,步枪快速弹匣I,Items
Item_Magazine_AR_ADS_2,步枪快速弹匣II,Items
Item_Magazine_AR_CAP_1,步枪扩容弹匣I,Items
Item_Magazine_AR_CAP_2,步枪扩容弹匣II,Items
Item_Magazine_AR_CAP_3,步枪扩容弹匣III,Items
Item_Magazine_SNP_ADS_1,狙击枪快速弹匣I,Items
Item_Magazine_SNP_ADS_2,狙击枪快速弹匣II,Items
Item_Magazine_SNP_CAP_1,狙击枪扩容弹匣I,Items
Item_Magazine_SNP_CAP_2,狙击枪扩容弹匣II,Items
Item_Magazine_SHT_CAP_1,霰弹枪扩容弹匣I,Items
Item_Magazine_SHT_CAP_2,霰弹枪扩容弹匣II,Items
Item_Magazine_SHT_CAP_3,霰弹枪扩容弹匣III,Items
Item_Scope_AR_4X_1,步枪4倍镜,Items
Item_Scope_SNP_8X_1,狙击枪8倍镜,Items
Item_Scope_All_Digit_1,数字瞄具,Items
Item_Scope_All_Holo_1,全息瞄具,Items
Item_Scope_All_Long_1,快速瞄具,Items
Item_Scope_All_RedDot_1,红点瞄具,Items
Item_Scope_All_2X_1,2倍镜,Items
Item_Tec_Laser_ADS_1,激光-机动,Items
Item_Tec_Laser_ADS_2,激光-快反,Items
Item_Tec_Laser_SCA_1,激光-基础,Items
Item_Tec_Laser_SCA_2,激光-校准,Items
Item_Tec_Flashlight_NON_1,战术手电,Items
Item_Tec_Laser_CIT_1,激光-暴击,Items
Stat_RecoilScaleV,垂直后坐力,Properties
Stat_RecoilScaleH,水平后坐力,Properties
Stat_ADSTime,瞄准时间,Properties
Stat_RecoilRecover,后坐力恢复,Properties
Stat_ADSAimDistanceFactor,瞄准距离,Properties
Tag_GunType_PST,手枪,Tags
Tag_GunType_AR,步枪,Tags
Tag_GunType_BR,战斗步枪,Tags
Tag_GunType_SNP,狙击枪,Tags
Tag_GunType_SHT,霰弹枪,Tags
Tag_GunType_MAG,马格南,Tags
Tag_GunType_ARR,弓箭,Tags
Tag_GunType_PWS,小能量枪,Tags
PST,S,Properties
SMG,S,Properties
AR,AR,Properties
BR,L,Properties
SNP,狙击,Properties
SHT,霰弹,Properties
MAG,MAG,Properties
ARR,弓箭,Properties
PWS,能量,Properties
Rocket,火箭弹,Properties
Item_AR_ADAR_Normal,ADAR 2-15,Items
Item_AR_AUGA1_Normal,StG 77,Items
Item_AR_AUGA3_Normal,StG 77A3,Items
Item_SMG_MP5_Normal,MP5,Items
Item_BR_SKS_Normal,SKS-45,Items
Item_SHT_TOZ66_Normal,TOZ-66,Items
Item_SHT_TOZ106_Normal,TOZ-106,Items
Item_AR_VPO136_Normal,VPO-136,Items
Item_AR_ASVAL_Normal,AS Val,Items
Item_AR_DTMDR556_Normal,DT MDR-556,Items
Item_BR_DTMDR762_Normal,DT MDR-762,Items
Item_BR_VSS_Normal,VSS,Items
UI_Interact_Decompose,分解物品,Interact
UI_ATM,自动提款机,Interact
ItemFilter_Equipment,装备,Default
ItemFilter_Accessory,配件,Default
Item_WeaponPartsLv2,中级武器零件,Items
Item_WeaponPartsLv3,高级武器零件,Items
UI_CashOnly,仅限现金,UIText
UI_CustomFace_Foot_Title,爪,UIText
UI_CustomFace_FootType,爪类型,UIText
UI_CustomFace_FootSize,爪大小,UIText
Cname_Merchant_Myst,神秘商人,Characters
MerchantName_Myst,神秘商人,Buildings
Merchant_Myst_Peddle1,嘿嘿嘿...,Dialogues
Merchant_Myst_Peddle2,我这有不少好东西...,Dialogues
Merchant_Myst_Peddle3,好货，只收现钱！,Dialogues
Merchant_Myst_Peddle4,可别错过了，这有好东西,Dialogues
Merchant_Myst_Peddle5,要不要来看看？,Dialogues
Tag_Headset,耳机,UIText
UI_CustomFace_Wing_Title,翅,UIText
UI_CustomFace_WingType,翅类型,UIText
UI_CustomFace_WingColor,翅颜色,UIText
UI_CustomFace_WingSize,手大小,UIText
Item_HeadsetLV1,耳机,Items
Item_HeadsetLV1_Desc,能够提高听觉灵敏度，可以听到声音来自于哪个方向。,Items
Buff_Burn,点燃,Buffs
Buff_Space,扰动,Buffs
Buff_Space_Desc,感觉...不太对劲,Buffs
Buff_Burn_Desc,受到持续伤害且护甲降低,Buffs
Item_Bullet_SMG_Rusted,S-生锈弹,Items
Item_Bullet_SMG_Normal,S-普通弹,Items
Item_Bullet_SMG_Burn,S-燃烧弹,Items
Item_Bullet_SMG_Piercing2,S-低级穿甲弹,Items
Item_Bullet_SMG_Piercing3,S-穿甲弹,Items
Item_Bullet_SMG_Piercing4,S-中级穿甲弹,Items
Item_Bullet_SMG_Piercing5,S-高级穿甲弹,Items
Item_Bullet_SMG_Piercing6,S-高级穿甲弹,Items
Item_Bullet_SMG_Poison,S-毒性弹,Items
